Image,TP0,FP0,FN0,TN0,IOU0,TPw0,FPw0,FNw0,FWB0,TP1,FP1,FN1,TN1,IOU1,TPw1,FPw1,FNw1,FWB1,TP2,FP2,FN2,TN2,IOU2,TPw2,FPw2,FNw2,FWB2,TP3,FP3,FN3,TN3,IOU3,TPw3,FPw3,FNw3,FWB3
046816.png,225992.0,195.0,99.0,4114.0,0.9987007592162132,-1.0,-1.0,-1.0,-1.0,1793.0,853.0,57.0,227697.0,0.6633370329263781,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,230400.0,0.0,-1.0,-1.0,-1.0,-1.0,1514.0,53.0,945.0,227888.0,0.6027070063694268,-1.0,-1.0,-1.0,-1.0
046817.png,224834.0,58.0,240.0,5268.0,0.9986763321073859,-1.0,-1.0,-1.0,-1.0,794.0,91.0,95.0,229420.0,0.810204081632653,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,230400.0,0.0,-1.0,-1.0,-1.0,-1.0,4392.0,231.0,45.0,225732.0,0.9408740359897172,-1.0,-1.0,-1.0,-1.0
046818.png,226416.0,104.0,82.0,3798.0,0.9991791775889004,-1.0,-1.0,-1.0,-1.0,1748.0,309.0,28.0,228315.0,0.8383693045563549,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,230400.0,0.0,-1.0,-1.0,-1.0,-1.0,1771.0,52.0,355.0,228222.0,0.8131313131313131,-1.0,-1.0,-1.0,-1.0
046819.png,227335.0,108.0,111.0,2846.0,0.9990375910772827,-1.0,-1.0,-1.0,-1.0,206.0,50.0,138.0,230006.0,0.5228426395939086,-1.0,-1.0,-1.0,-1.0,0.0,0.0,11.0,230389.0,0.0,-1.0,-1.0,-1.0,-1.0,2558.0,143.0,41.0,227658.0,0.9328956965718453,-1.0,-1.0,-1.0,-1.0
046820.png,223921.0,172.0,160.0,6147.0,0.9985195292816595,-1.0,-1.0,-1.0,-1.0,1956.0,114.0,194.0,228136.0,0.8639575971731449,-1.0,-1.0,-1.0,-1.0,314.0,37.0,98.0,229951.0,0.6993318485523385,-1.0,-1.0,-1.0,-1.0,3650.0,236.0,107.0,226407.0,0.914099674430253,-1.0,-1.0,-1.0,-1.0
046821.png,228200.0,59.0,89.0,2052.0,0.9993518664494544,-1.0,-1.0,-1.0,-1.0,566.0,58.0,100.0,229676.0,0.7817679558011049,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,230400.0,0.0,-1.0,-1.0,-1.0,-1.0,1411.0,106.0,34.0,228849.0,0.9097356544165055,-1.0,-1.0,-1.0,-1.0
046822.png,215572.0,151.0,221.0,14456.0,0.9982773311599303,-1.0,-1.0,-1.0,-1.0,1167.0,229.0,119.0,228885.0,0.7702970297029703,-1.0,-1.0,-1.0,-1.0,2096.0,71.0,67.0,228166.0,0.9382273948075202,-1.0,-1.0,-1.0,-1.0,10949.0,165.0,209.0,219077.0,0.9669698843062793,-1.0,-1.0,-1.0,-1.0
046823.png,226902.0,89.0,108.0,3301.0,0.999132536911215,-1.0,-1.0,-1.0,-1.0,1835.0,96.0,95.0,228374.0,0.9057255676209279,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,230400.0,0.0,-1.0,-1.0,-1.0,-1.0,1406.0,72.0,54.0,228868.0,0.9177545691906005,-1.0,-1.0,-1.0,-1.0
046824.png,226114.0,81.0,133.0,4072.0,0.9990544696193135,-1.0,-1.0,-1.0,-1.0,1040.0,302.0,43.0,229015.0,0.7509025270758123,-1.0,-1.0,-1.0,-1.0,261.0,22.0,183.0,229934.0,0.5600858369098712,-1.0,-1.0,-1.0,-1.0,2493.0,87.0,133.0,227687.0,0.9189089568743088,-1.0,-1.0,-1.0,-1.0
046825.png,227528.0,69.0,228.0,2575.0,0.9986963678261824,-1.0,-1.0,-1.0,-1.0,515.0,103.0,63.0,229719.0,0.7562408223201175,-1.0,-1.0,-1.0,-1.0,292.0,17.0,34.0,230057.0,0.8513119533527697,-1.0,-1.0,-1.0,-1.0,1686.0,190.0,54.0,228470.0,0.8735751295336788,-1.0,-1.0,-1.0,-1.0
046826.png,227504.0,63.0,71.0,2762.0,0.9994113460845728,-1.0,-1.0,-1.0,-1.0,1361.0,118.0,84.0,228837.0,0.8707613563659629,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,230400.0,0.0,-1.0,-1.0,-1.0,-1.0,1250.0,104.0,130.0,228916.0,0.8423180592991913,-1.0,-1.0,-1.0,-1.0
046827.png,221074.0,72.0,222.0,9032.0,0.9986718947634707,-1.0,-1.0,-1.0,-1.0,930.0,124.0,96.0,229250.0,0.808695652173913,-1.0,-1.0,-1.0,-1.0,476.0,25.0,11.0,229888.0,0.9296875,-1.0,-1.0,-1.0,-1.0,7494.0,205.0,97.0,222604.0,0.961262185736275,-1.0,-1.0,-1.0,-1.0
046828.png,227698.0,103.0,139.0,2460.0,0.9989383171009915,-1.0,-1.0,-1.0,-1.0,596.0,103.0,121.0,229580.0,0.7268292682926829,-1.0,-1.0,-1.0,-1.0,133.0,1.0,74.0,230192.0,0.6394230769230769,-1.0,-1.0,-1.0,-1.0,1544.0,222.0,95.0,228539.0,0.8296614723267061,-1.0,-1.0,-1.0,-1.0
